k,alpha,beta,size,edge_num,ngil,nsil,num_of_clusters,time,method,seed
6,0.5,0.5,1000,170412,0.7167,0.0002,166,6692.1705,Discernibility,4
6,0.5,0.5,1000,170412,0.2228,0.0002,166,7062.5345,Precision,4
6,1.0,0.0,500,36254,0.708,0.0041,83,3438.562,Modularity,4
5,1.0,0.0,100,362,0.332,0.0207,20,4.0023,Purity,4
6,1.0,0.5,500,36254,0.7156,0.0019,83,5097.1507,Modularity,4
6,0.5,1.0,500,36254,0.7155,0.0019,83,5073.6529,Modularity,4
6,1.0,1.0,500,36254,0.7155,0.0019,83,6108.501,Modularity,4
8,1.0,0.0,500,36254,0.7856,0.0082,62,5229.628,Modularity,4
8,1.0,0.5,500,36254,0.7708,0.0027,62,10513.0971,Modularity,4
2,1.0,0.0,100,362,0.103,0.0,50,0.4577,Purity,4
2,1.0,0.0,300,6084,0.0931,0.0001,150,11.9351,Purity,4
2,1.0,0.0,500,36254,0.0804,0.0,250,121.4554,Purity,4
2,1.0,0.5,100,362,0.1092,0.0,50,0.3759,Purity,4
2,1.0,0.5,300,6084,0.084,0.0001,150,11.33,Purity,4
2,1.0,0.5,500,36254,0.0913,0.0,250,109.5467,Purity,4
2,0.5,1.0,100,362,0.0989,0.0,50,0.377,Purity,4
2,0.5,1.0,300,6084,0.109,0.0,150,9.912,Purity,4
2,0.5,1.0,500,36254,0.1122,0.0,250,96.3556,Purity,4
2,1.0,1.0,100,362,0.1092,0.0,50,0.3703,Purity,4
2,1.0,1.0,300,6084,0.0988,0.0,150,10.0937,Purity,4
2,1.0,1.0,500,36254,0.0966,0.0,250,99.8927,Purity,4
4,1.0,0.0,100,362,0.2281,0.0101,25,0.7613,Purity,4
4,1.0,0.0,300,6084,0.2326,0.0023,75,28.0291,Purity,4
4,1.0,0.0,500,36254,0.1987,0.0028,125,301.1373,Purity,4
4,1.0,0.5,100,362,0.2355,0.01,25,0.7578,Purity,4
4,1.0,0.5,300,6084,0.24,0.0018,75,26.5561,Purity,4
4,1.0,0.5,500,36254,0.233,0.0004,125,261.7873,Purity,4
4,0.5,1.0,100,362,0.2788,0.0082,25,0.751,Purity,4
4,0.5,1.0,300,6084,0.2518,0.0003,75,23.8003,Purity,4
4,0.5,1.0,500,36254,0.2703,0.0001,125,238.8653,Purity,4
4,1.0,1.0,100,362,0.2355,0.01,25,0.7523,Purity,4
4,1.0,1.0,300,6084,0.2592,0.0004,75,24.1351,Purity,4
4,1.0,1.0,500,36254,0.2663,0.0001,125,244.7149,Purity,4
6,1.0,0.0,100,362,0.4764,0.0431,16,1.2969,Purity,4
6,1.0,0.0,300,6084,0.3013,0.008,50,41.5163,Purity,4
6,1.0,0.0,500,36254,0.2801,0.0078,83,436.647,Purity,4
6,1.0,0.5,100,362,0.3929,0.0412,16,1.2952,Purity,4
6,1.0,0.5,300,6084,0.3398,0.0057,50,39.4964,Purity,4
6,1.0,0.5,500,36254,0.3492,0.0016,83,393.6573,Purity,4
6,0.5,1.0,100,362,0.4315,0.0353,16,1.2902,Purity,4
6,0.5,1.0,300,6084,0.3613,0.0005,50,35.9403,Purity,4
6,0.5,1.0,500,36254,0.3938,0.0,83,919.9875,Purity,4
6,1.0,1.0,100,362,0.4403,0.0412,16,1.2874,Purity,4
6,1.0,1.0,300,6084,0.3783,0.0033,50,36.3519,Purity,4
6,1.0,1.0,500,36254,0.3898,0.0002,83,376.5123,Purity,4
8,1.0,0.0,100,362,0.5473,0.0926,12,1.6029,Purity,4
8,1.0,0.0,300,6084,0.3978,0.019,37,53.4303,Purity,4
8,1.0,0.0,500,36254,0.385,0.0183,62,553.6665,Purity,4
8,1.0,0.5,100,362,0.5562,0.0885,12,1.6263,Purity,4
8,1.0,0.5,300,6084,0.4812,0.0159,37,54.1926,Purity,4
8,1.0,0.5,500,36254,0.4455,0.0046,62,754.6737,Purity,4
8,0.5,1.0,100,362,0.5967,0.0853,12,1.6444,Purity,4
8,0.5,1.0,300,6084,0.5088,0.001,37,49.1676,Purity,4
8,0.5,1.0,500,36254,0.5148,0.0002,62,496.0087,Purity,4
8,1.0,1.0,100,362,0.5666,0.0865,12,1.629,Purity,4
8,1.0,1.0,300,6084,0.5087,0.014,37,50.7599,Purity,4
8,1.0,1.0,500,36254,0.4757,0.002,62,501.3015,Purity,4
10,1.0,0.0,100,362,0.5015,0.1355,10,1.6701,Purity,4
10,1.0,0.0,300,6084,0.4215,0.0411,30,65.4869,Purity,4
10,1.0,0.0,500,36254,0.3834,0.0322,50,673.7028,Purity,4
10,1.0,0.5,100,362,0.563,0.1294,10,1.7176,Purity,4
10,1.0,0.5,300,6084,0.4784,0.0276,30,65.4296,Purity,4
10,1.0,0.5,500,36254,0.4655,0.0087,50,650.0363,Purity,4
10,0.5,1.0,100,362,0.58,0.1275,10,1.696,Purity,4
10,0.5,1.0,300,6084,0.4985,0.0168,30,60.2139,Purity,4
10,0.5,1.0,500,36254,0.5357,0.0004,50,619.7667,Purity,4
10,1.0,1.0,100,362,0.5458,0.1294,10,1.7107,Purity,4
10,1.0,1.0,300,6084,0.5227,0.0242,30,61.4048,Purity,4
10,1.0,1.0,500,36254,0.5389,0.0008,50,1041.4446,Purity,4
2,1.0,0.0,1000,170412,0.068,0.0,500,2456.4152,Purity,4
2,1.0,0.5,1000,170412,0.0706,0.0,500,1683.5477,Purity,4
2,0.5,1.0,1000,170412,0.1081,0.0,500,1505.6905,Purity,4
2,1.0,1.0,1000,170412,0.0896,0.0,500,1729.9316,Purity,4
4,1.0,0.0,1000,170412,0.1603,0.0012,250,5859.1945,Purity,4
6,1.0,0.0,1000,170412,0.2411,0.0033,166,16339.5243,Purity,4
2,1.0,0.0,100,362,0.3501,0.0,50,3.5621,Silhouette,4
2,1.0,0.0,300,6084,0.3523,0.0001,150,190.4158,Silhouette,4
2,1.0,0.0,500,36254,0.3749,0.0,250,2236.5034,Silhouette,4
2,1.0,0.5,100,362,0.364,0.0,50,3.6473,Silhouette,4
2,1.0,0.5,300,6084,0.3484,0.0001,150,189.4396,Silhouette,4
2,1.0,0.5,500,36254,0.3633,0.0,250,2326.0168,Silhouette,4
2,0.5,1.0,100,362,0.364,0.0,50,3.6576,Silhouette,4
2,0.5,1.0,300,6084,0.3527,0.0001,150,205.0166,Silhouette,4
2,0.5,1.0,500,36254,0.3484,0.0,250,2420.7022,Silhouette,4
2,0.5,0.5,100,362,0.364,0.0,50,3.6275,Silhouette,4
2,0.5,0.5,300,6084,0.3618,0.0001,150,198.5966,Silhouette,4
2,0.5,0.5,500,36254,0.356,0.0,250,2377.2578,Silhouette,4
2,1.0,1.0,100,362,0.364,0.0,50,3.5616,Silhouette,4
2,1.0,1.0,300,6084,0.3618,0.0001,150,197.2729,Silhouette,4
2,1.0,1.0,500,36254,0.356,0.0,250,2373.4133,Silhouette,4
4,1.0,0.0,100,362,0.5882,0.0096,25,5.4754,Silhouette,4
4,1.0,0.0,300,6084,0.6112,0.0028,75,263.6242,Silhouette,4
4,1.0,0.0,500,36254,0.6158,0.0012,125,3054.8131,Silhouette,4
4,1.0,0.5,100,362,0.6115,0.0117,25,5.4312,Silhouette,4
4,1.0,0.5,300,6084,0.6179,0.0026,75,258.5274,Silhouette,4
4,1.0,0.5,500,36254,0.6101,0.001,125,3187.2399,Silhouette,4
4,0.5,1.0,100,362,0.6181,0.0117,25,5.3552,Silhouette,4
4,0.5,1.0,300,6084,0.5953,0.0025,75,291.0581,Silhouette,4
4,0.5,1.0,500,36254,0.5961,0.0011,125,3591.4569,Silhouette,4
4,0.5,0.5,100,362,0.6181,0.0117,25,5.4461,Silhouette,4
4,0.5,0.5,300,6084,0.6195,0.0021,75,264.5127,Silhouette,4
4,0.5,0.5,500,36254,0.622,0.0011,125,3185.1475,Silhouette,4
4,1.0,1.0,100,362,0.6181,0.0117,25,4.8719,Silhouette,4
4,1.0,1.0,300,6084,0.6195,0.0021,75,246.0755,Silhouette,4
4,1.0,1.0,500,36254,0.622,0.0011,125,3415.2707,Silhouette,4
6,1.0,0.0,100,362,0.7249,0.0431,16,6.8775,Silhouette,4
6,1.0,0.0,300,6084,0.7109,0.0063,50,307.9469,Silhouette,4
6,1.0,0.0,500,36254,0.7219,0.003,83,3393.643,Silhouette,4
6,1.0,0.5,100,362,0.7232,0.0484,16,6.9811,Silhouette,4
6,1.0,0.5,300,6084,0.7211,0.0062,50,294.792,Silhouette,4
6,1.0,0.5,500,36254,0.7082,0.0025,83,3524.9114,Silhouette,4
6,0.5,1.0,100,362,0.7098,0.0363,16,7.0031,Silhouette,4
6,0.5,1.0,300,6084,0.713,0.0049,50,319.8447,Silhouette,4
6,0.5,1.0,500,36254,0.7137,0.0033,83,4018.3429,Silhouette,4
6,0.5,0.5,100,362,0.71,0.0361,16,6.9573,Silhouette,4
6,0.5,0.5,300,6084,0.7077,0.0061,50,291.1408,Silhouette,4
6,0.5,0.5,500,36254,0.7092,0.002,83,3722.2523,Silhouette,4
6,1.0,1.0,100,362,0.71,0.0361,16,6.94,Silhouette,4
6,1.0,1.0,300,6084,0.7077,0.0061,50,291.5335,Silhouette,4
6,1.0,1.0,500,36254,0.7092,0.002,83,3672.8932,Silhouette,4
8,1.0,0.0,100,362,0.7855,0.0903,12,8.3033,Silhouette,4
8,1.0,0.0,300,6084,0.8064,0.0109,37,324.3192,Silhouette,4
8,1.0,0.0,500,36254,0.7826,0.0065,62,3658.1097,Silhouette,4
8,1.0,0.5,100,362,0.7288,0.074,12,8.2859,Silhouette,4
8,1.0,0.5,300,6084,0.7682,0.0095,37,315.2554,Silhouette,4
8,1.0,0.5,500,36254,0.7774,0.0044,62,3652.8551,Silhouette,4
8,0.5,1.0,100,362,0.727,0.0681,12,8.1197,Silhouette,4
8,0.5,1.0,300,6084,0.7767,0.0115,37,332.9451,Silhouette,4
8,0.5,1.0,500,36254,0.7628,0.006,62,4266.6476,Silhouette,4
8,0.5,0.5,100,362,0.7289,0.0704,12,8.1648,Silhouette,4
8,0.5,0.5,300,6084,0.784,0.0089,37,312.8111,Silhouette,4
8,0.5,0.5,500,36254,0.7749,0.0033,62,3819.7402,Silhouette,4
8,1.0,1.0,100,362,0.7289,0.0704,12,8.3099,Silhouette,4
8,1.0,1.0,300,6084,0.784,0.0089,37,316.0169,Silhouette,4
2,1.0,0.0,100,362,0.3318,0.0006,50,2.5956,Graph_Performance,4
2,1.0,0.0,300,6084,0.3556,0.0,150,98.7309,Graph_Performance,4
2,1.0,0.0,500,36254,0.3592,0.0,250,883.9424,Graph_Performance,4
2,1.0,0.5,100,362,0.3161,0.0,50,2.5484,Graph_Performance,4
2,1.0,0.5,300,6084,0.3566,0.0,150,99.9397,Graph_Performance,4
2,1.0,0.5,500,36254,0.3535,0.0,250,888.6047,Graph_Performance,4
2,0.5,1.0,100,362,0.3161,0.0,50,2.5928,Graph_Performance,4
2,0.5,1.0,300,6084,0.3566,0.0,150,101.0279,Graph_Performance,4
2,0.5,1.0,500,36254,0.3535,0.0,250,891.4797,Graph_Performance,4
2,1.0,1.0,100,362,0.3161,0.0,50,2.5586,Graph_Performance,4
2,1.0,1.0,300,6084,0.3566,0.0,150,100.7249,Graph_Performance,4
2,1.0,1.0,500,36254,0.3535,0.0,250,891.9141,Graph_Performance,4
4,1.0,0.0,100,362,0.5696,0.0118,25,3.7238,Graph_Performance,4
4,1.0,0.0,300,6084,0.5825,0.0014,75,152.3957,Graph_Performance,4
4,1.0,0.0,500,36254,0.6055,0.0019,125,1415.2752,Graph_Performance,4
4,1.0,0.5,100,362,0.5808,0.0156,25,4.0115,Graph_Performance,4
4,1.0,0.5,300,6084,0.6125,0.0018,75,163.6675,Graph_Performance,4
4,1.0,0.5,500,36254,0.6164,0.0014,125,1503.3925,Graph_Performance,4
4,0.5,1.0,100,362,0.5808,0.0156,25,4.131,Graph_Performance,4
4,0.5,1.0,300,6084,0.6125,0.0018,75,164.7986,Graph_Performance,4
4,0.5,1.0,500,36254,0.6164,0.0014,125,1509.6598,Graph_Performance,4
4,1.0,1.0,100,362,0.5808,0.0156,25,4.0599,Graph_Performance,4
4,1.0,1.0,300,6084,0.6125,0.0018,75,164.6374,Graph_Performance,4
4,1.0,1.0,500,36254,0.6164,0.0014,125,1512.6483,Graph_Performance,4
6,1.0,0.0,100,362,0.7263,0.0606,16,4.8737,Graph_Performance,4
6,1.0,0.0,300,6084,0.7148,0.0048,50,189.1566,Graph_Performance,4
6,1.0,0.0,500,36254,0.7276,0.0036,83,1746.1942,Graph_Performance,4
6,1.0,0.5,100,362,0.7004,0.0518,16,4.8055,Graph_Performance,4
6,1.0,0.5,300,6084,0.717,0.0051,50,188.3761,Graph_Performance,4
6,1.0,0.5,500,36254,0.734,0.0023,83,1758.085,Graph_Performance,4
6,0.5,1.0,100,362,0.7004,0.0518,16,4.896,Graph_Performance,4
6,0.5,1.0,300,6084,0.717,0.0051,50,188.8552,Graph_Performance,4
6,0.5,1.0,500,36254,0.734,0.0023,83,1755.8312,Graph_Performance,4
6,1.0,1.0,100,362,0.7004,0.0518,16,4.8354,Graph_Performance,4
6,1.0,1.0,300,6084,0.717,0.0051,50,187.9657,Graph_Performance,4
6,1.0,1.0,500,36254,0.734,0.0023,83,1754.1023,Graph_Performance,4
8,1.0,0.0,100,362,0.6883,0.1065,12,5.2387,Graph_Performance,4
8,1.0,0.0,300,6084,0.7812,0.0302,37,209.3452,Graph_Performance,4
8,1.0,0.0,500,36254,0.7733,0.009,62,1938.0269,Graph_Performance,4
8,1.0,0.5,100,362,0.7708,0.088,12,5.1548,Graph_Performance,4
8,1.0,0.5,300,6084,0.7824,0.0185,37,207.1109,Graph_Performance,4
8,1.0,0.5,500,36254,0.7915,0.003,62,1945.8139,Graph_Performance,4
8,0.5,1.0,100,362,0.7708,0.088,12,5.2326,Graph_Performance,4
8,0.5,1.0,300,6084,0.7824,0.0185,37,208.8072,Graph_Performance,4
8,0.5,1.0,500,36254,0.7915,0.003,62,1943.6118,Graph_Performance,4
8,1.0,1.0,100,362,0.7708,0.088,12,5.2088,Graph_Performance,4
8,1.0,1.0,300,6084,0.7824,0.0185,37,207.4857,Graph_Performance,4
8,1.0,1.0,500,36254,0.7915,0.003,62,1949.9861,Graph_Performance,4
10,1.0,0.0,100,362,0.7544,0.116,10,5.1206,Graph_Performance,4
10,1.0,0.0,300,6084,0.8117,0.0576,30,221.2857,Graph_Performance,4
10,1.0,0.0,500,36254,0.8191,0.0111,50,2113.2191,Graph_Performance,4
10,1.0,0.5,100,362,0.7842,0.1151,10,5.209,Graph_Performance,4
10,1.0,0.5,300,6084,0.8091,0.0578,30,221.2841,Graph_Performance,4
10,1.0,0.5,500,36254,0.8337,0.0093,50,2110.8767,Graph_Performance,4
10,0.5,1.0,100,362,0.7842,0.1151,10,5.1187,Graph_Performance,4
10,0.5,1.0,300,6084,0.8091,0.0578,30,222.2357,Graph_Performance,4
10,0.5,1.0,500,36254,0.8337,0.0093,50,2121.7302,Graph_Performance,4
10,1.0,1.0,100,362,0.7842,0.1151,10,5.1669,Graph_Performance,4
10,1.0,1.0,300,6084,0.8091,0.0578,30,221.1614,Graph_Performance,4
10,1.0,1.0,500,36254,0.8337,0.0093,50,1974.76,Graph_Performance,4
10,1.0,0.0,500,36254,0.8241,0.013,50,5094.8435,Modularity,4
10,1.0,0.5,300,6084,0.8256,0.025,30,622.8056,Modularity,4
10,1.0,0.5,500,36254,0.8185,0.0033,50,8173.6236,Modularity,4
10,0.5,1.0,500,36254,0.8132,0.0033,50,8191.5528,Modularity,4
10,0.5,0.5,100,362,0.7825,0.1061,10,6.9063,Modularity,4
10,0.5,0.5,300,6084,0.8226,0.0249,30,617.6056,Modularity,4
10,0.5,0.5,500,36254,0.8225,0.0033,50,8133.0017,Modularity,4
10,1.0,1.0,500,36254,0.8225,0.0033,50,8169.9352,Modularity,4
8,0.5,1.0,500,36254,0.7745,0.0028,62,6437.7053,Modularity,4
8,1.0,1.0,500,36254,0.7771,0.0028,62,7837.7129,Modularity,4
10,1.0,0.0,100,362,0.8083,0.1145,10,8.6439,Silhouette,4
10,1.0,0.0,300,6084,0.7968,0.0433,30,323.4849,Silhouette,4
10,1.0,0.0,500,36254,0.809,0.0187,50,3583.5602,Silhouette,4
10,1.0,0.5,100,362,0.8012,0.1144,10,8.1605,Silhouette,4
10,1.0,0.5,300,6084,0.8178,0.0349,30,310.5363,Silhouette,4
10,1.0,0.5,500,36254,0.8204,0.0142,50,3745.2553,Silhouette,4
10,0.5,1.0,100,362,0.8012,0.1144,10,8.6554,Silhouette,4
10,0.5,1.0,300,6084,0.8211,0.0257,30,347.9335,Silhouette,4
10,0.5,1.0,500,36254,0.8262,0.0098,50,4411.8976,Silhouette,4
10,1.0,1.0,100,362,0.8012,0.1144,10,8.5979,Silhouette,4
10,1.0,1.0,300,6084,0.822,0.0355,30,332.361,Silhouette,4
10,1.0,1.0,500,36254,0.8112,0.0152,50,3923.3129,Silhouette,4
8,1.0,1.0,500,36254,0.7749,0.0033,62,3554.3612,Silhouette,4
4,1.0,0.5,1000,170412,0.1408,0.0013,250,3633.2068,Classification_Metric,4
4,1.0,0.5,1000,170412,0.1903,0.0002,250,4317.6541,Purity,4
4,1.0,0.5,1000,170412,0.1352,0.0013,250,4797.5309,Entropy,4
4,1.0,1.0,1000,170412,0.1411,0.0013,250,3647.7313,Classification_Metric,4
4,1.0,1.0,1000,170412,0.2279,0.0001,250,4030.9713,Purity,4
4,1.0,0.5,1000,170412,0.2446,0.0,250,3055.1345,SaNGreeA,4
8,1.0,0.5,1000,170412,0.3558,0.0002,125,6655.8902,SaNGreeA,4
8,1.0,0.5,1000,170412,0.2085,0.0064,125,8216.5648,Classification_Metric,4
8,1.0,0.5,1000,170412,0.234,0.0059,125,10222.335,Entropy,4
8,1.0,1.0,1000,170412,0.4125,0.0002,125,6922.7185,SaNGreeA,4
8,1.0,1.0,1000,170412,0.2111,0.0065,125,13651.274,Classification_Metric,4
8,1.0,1.0,1000,170412,0.2207,0.0056,125,14969.9825,Entropy,4
4,1.0,0.5,1000,170412,0.5864,0.0,250,5058.238,Discernibility,4
4,1.0,0.5,1000,170412,0.1156,0.0002,250,5610.4299,Precision,4
4,1.0,1.0,1000,170412,0.5864,0.0,250,4822.1708,Discernibility,4
4,1.0,1.0,1000,170412,0.1506,0.0001,250,5098.9933,Precision,4
8,1.0,0.5,1000,170412,0.7768,0.0002,125,10652.3423,Discernibility,4
8,1.0,0.5,1000,170412,0.2149,0.0017,125,11614.6891,Precision,4
8,1.0,1.0,1000,170412,0.7768,0.0002,125,10727.7461,Discernibility,4
8,1.0,1.0,1000,170412,0.2642,0.0002,125,11044.0085,Precision,4
4,1.0,1.0,1000,170412,0.2842,0.0,250,3011.4119,SaNGreeA,4
4,1.0,1.0,1000,170412,0.1351,0.0012,250,4631.0556,Entropy,4
8,1.0,1.0,1000,170412,0.4348,0.0002,125,9845.327,Purity,4
8,1.0,0.5,1000,170412,0.3902,0.0005,125,10190.1798,Purity,4
8,1.0,0.5,1000,170412,0.2027,0.004,125,12674.6982,Normalized_Certainty_Penalty,4
8,1.0,1.0,1000,170412,0.2124,0.0035,125,13257.3344,Normalized_Certainty_Penalty,4
8,1.0,0.5,1000,170412,0.7724,0.0018,125,36434.5212,Graph_Performance,4
6,1.0,0.5,1000,170412,0.3213,0.0001,166,4902.5076,SaNGreeA,4
6,1.0,0.5,1000,170412,0.3253,0.0004,166,6586.212,Purity,4
6,1.0,0.5,1000,170412,0.1841,0.0007,166,6697.0291,Precision,4
6,1.0,1.0,1000,170412,0.3861,0.0001,166,4885.3724,SaNGreeA,4
6,1.0,1.0,1000,170412,0.3557,0.0001,166,6206.7518,Purity,4
6,1.0,1.0,1000,170412,0.2228,0.0002,166,6346.4695,Precision,4
6,1.0,0.5,1000,170412,0.1904,0.0032,166,8817.9837,Classification_Metric,4
6,1.0,0.5,1000,170412,0.7167,0.0002,166,8941.5288,Discernibility,4
6,1.0,0.5,1000,170412,0.1661,0.0019,166,10269.345,Normalized_Certainty_Penalty,4
6,1.0,0.5,1000,170412,0.1882,0.003,166,11063.3426,Entropy,4
6,1.0,1.0,1000,170412,0.1972,0.0032,166,8589.8809,Classification_Metric,4
6,1.0,1.0,1000,170412,0.7167,0.0002,166,8652.5334,Discernibility,4
6,1.0,1.0,1000,170412,0.1824,0.0014,166,9730.3111,Normalized_Certainty_Penalty,4
6,1.0,1.0,1000,170412,0.1905,0.0028,166,10674.0132,Entropy,4
10,1.0,0.5,1000,170412,0.2486,0.0116,100,14991.9271,Classification_Metric,4
10,1.0,0.5,1000,170412,0.8054,0.0002,100,14781.7771,Discernibility,4
10,1.0,0.5,1000,170412,0.2341,0.0073,100,16531.6499,Normalized_Certainty_Penalty,4
10,1.0,0.5,1000,170412,0.2486,0.0112,100,17701.5625,Entropy,4
2,1.0,0.5,1000,170412,0.0692,0.0,500,1642.1375,Classification_Metric,4
2,1.0,0.5,1000,170412,0.354,0.0,500,2078.5727,Discernibility,4
2,1.0,0.5,1000,170412,0.0692,0.0,500,2500.0038,Entropy,4
2,1.0,1.0,1000,170412,0.0692,0.0,500,1675.5073,Classification_Metric,4
2,1.0,1.0,1000,170412,0.354,0.0,500,2104.8102,Discernibility,4
2,1.0,1.0,1000,170412,0.0692,0.0,500,2600.0273,Entropy,4
10,1.0,0.5,1000,170412,0.408,0.0002,100,8351.0944,SaNGreeA,4
10,1.0,0.5,1000,170412,0.4706,0.0005,100,10774.9701,Purity,4
10,1.0,0.5,1000,170412,0.2522,0.0032,100,11103.1579,Precision,4
10,1.0,1.0,1000,170412,0.4518,0.0002,100,8413.7731,SaNGreeA,4
10,1.0,1.0,1000,170412,0.5014,0.0001,100,10426.9399,Purity,4
10,1.0,1.0,1000,170412,0.3282,0.0006,100,10625.0402,Precision,4
10,1.0,1.0,1000,170412,0.8054,0.0002,100,14830.6879,Discernibility,4
10,1.0,1.0,1000,170412,0.2517,0.0116,100,15005.6237,Classification_Metric,4
10,1.0,1.0,1000,170412,0.2372,0.0061,100,16370.0414,Normalized_Certainty_Penalty,4
10,1.0,1.0,1000,170412,0.2612,0.0103,100,17067.6166,Entropy,4
2,1.0,0.5,1000,170412,0.1223,0.0,500,1188.1186,SaNGreeA,4
2,1.0,0.5,1000,170412,0.0447,0.0,500,1724.9137,Precision,4
2,1.0,1.0,1000,170412,0.1391,0.0,500,1178.1164,SaNGreeA,4
2,1.0,1.0,1000,170412,0.0572,0.0,500,1644.5462,Precision,4
